id,name,short_name,organizer,organizer_url,edition_url,areas,tags,start_date,end_date,format,city,region_name,country,venue,lat,lon,description,deadlines,confidence,notes,sources
asn-kidney-week-2027,ASN Kidney Week 2027,Kidney Week 2027,American Society of Nephrology,https://www.asn-online.org,https://www.asn-online.org/education/kidneyweek/,nephrology,nephrology,,,,,,,,,,ASN Kidney Week is the American Society of Nephrology's annual meeting for nephrology clinicians and researchers. Dates and location for the 2027 meeting had not been published as of September 2026.,,low,No published dates were found for ASN Kidney Week 2027 as of 2026-09-10. This record should be revisited once ASN announces the edition.,https://www.asn-online.org/education/kidneyweek/
big-ten-neuroscience-2027,Big Ten Neuroscience Annual Meeting 2027,Big Ten Neuroscience 2027,Big Ten Academic Alliance Neuroscience Program (rotating host institution),,,neuroscience,student-resident-research; education,,,,,,,,,,The Big Ten Neuroscience Annual Meeting rotates among Big Ten Academic Alliance member universities and has not announced a host institution or dates for 2027 as of the access date. The 2026 meeting was hosted by the University of Nebraska Medical Center in Omaha on 16 July 2026.,,low,"No permanent central website exists for this rotating multi-institution meeting; no source found announces a 2027 host. This record is a placeholder because task instructions allowed either the 2026 or 2027 edition, and the 2026 Omaha meeting had already concluded by the 2026-09-10 reference date.",https://www.unmc.edu/newsroom/2026/05/06/unmc-to-host-big-ten-neuroscience-annual-meeting/; https://research.purdue.edu/big10conf/conference/
cnsf-congress-2027,CNSF Congress 2027,CNSF 2027,Canadian Neurological Sciences Federation,https://www.cnsf.org,,neurology; surgery,international,,,,,,,,,,"The Canadian Neurological Sciences Federation has not published dates or a host city for its 2027 congress on its official future dates page as of the access date. The federation congress is multidisciplinary, bringing together Canadian societies of neurology, neurosurgery, and clinical neurophysiology. The 2026 congress was held in Banff, Alberta, from 25 to 29 May 2026.",,low,"Automated web search summaries repeatedly claimed the 2027 CNSF Congress would be 2 to 5 June 2027 in Halifax, Nova Scotia, but this could not be verified in any underlying search result snippet or on the official cnsf.org future dates page, and it exactly matches the separately confirmed CMSC 2027 date pattern (2 to 4 June 2027, San Diego), suggesting a search summarization error rather than a real fact; it was not used. This record is a placeholder because task instructions allowed either the 2026 or 2027 edition, and the 2026 Banff congress had already concluded by the 2026-09-10 reference date.",https://www.cnsf.org/congress/about-congress/future-dates/
ctmss-annual-2027,Clinical TMS Society 15th Annual Meeting 2027,CTMSS 2027,Clinical TMS Society,https://clinicaltmssociety.org/,https://clinicaltmssociety.org/annual-meeting/,psychiatry,neuromodulation; mood-disorders,,,,Chicago,Illinois,US,,41.8781,-87.6298,"The Clinical TMS Society has posted a save the date for its 2027 annual meeting in Chicago. Dates, venue and abstract deadlines have not been published.",Poster abstract submission opens = 2026-12-01 (estimated); Poster abstract submission = 2027-02-01 (estimated),low,Meeting number inferred from the 2026 meeting being the 14th; recent meetings have been held in early June. Related CTMSS events in 2026: PULSES course October 23 to 25 in Providence and a Pain Academy on October 15 in San Diego.,https://clinicaltmssociety.org/annual-meeting/
iced-2027,International Conference on Eating Disorders (ICED) 2027,ICED 2027,Academy for Eating Disorders,https://www.aedweb.org/,https://web.cvent.com/event/d17b9de3-6f72-4cf8-bd9b-37fadde6e67d/summary,psychiatry,eating-disorders; international,,,,Phoenix,Arizona,US,Arizona Grand Resort & Spa,33.3735,-111.99,"ICED 2027, hosted by the Academy for Eating Disorders, will be held at the Arizona Grand Resort & Spa in Phoenix under the theme Advancing Eating Disorders Science and Care: From Legacy to Cutting Edge. The call for abstracts is open.",Abstract submission (first portal) = 2026-10-30; Abstract submission (second portal) = 2026-11-17; AED Fellows application = 2027-01-11; AED Fellows nomination = 2027-01-31,low,"Conference dates are not stated in the page text. The page's countdown script targets June 2, 2027, and ICED 2026 was June 3 to 5, so early June 2027 is likely; the hotel room block is not yet open. Aggregator listings for an ICED in Berlin or New York in May 2027 refer to unrelated commercial events.",https://web.cvent.com/event/d17b9de3-6f72-4cf8-bd9b-37fadde6e67d/summary; https://www.aedweb.org/; https://higherlogicdownload.s3.amazonaws.com/AEDWEB/27a3b69a-8aae-45b2-a04c-2a078d02145d/UploadedImages/ICED_2026_Sponsorship_Prospectus__12182025.pdf
idweek-2027,IDWeek 2027,IDWeek 2027,"IDWeek (Infectious Diseases Society of America, HIV Medicine Association, Society for Healthcare Epidemiology of America, Pediatric Infectious Diseases Society)",https://idweek.org,https://idweek.org,infectious-disease,infectious-disease,,,,,,,,,,"IDWeek is the combined annual meeting of four infectious disease societies, covering clinical and research advances in infectious diseases, HIV medicine, healthcare epidemiology, and pediatric infectious diseases. Dates and location for the 2027 meeting had not been published as of September 2026.",,low,No published dates were found for IDWeek 2027 as of 2026-09-10.,https://idweek.org
iec-2027,37th International Epilepsy Congress,IEC 2027,International League Against Epilepsy (ILAE) and International Bureau for Epilepsy (IBE),https://www.ilae.org,https://www.ilae.org/congresses/37th-international-epilepsy-congress,neurology,epilepsy; international; global,,,,Amsterdam,North Holland,NL,,52.3676,4.9041,"The International League Against Epilepsy and the International Bureau for Epilepsy plan to hold the 37th International Epilepsy Congress in Amsterdam, Netherlands. Exact congress dates were not yet published on the official page as of the access date.",,low,"Direct WebFetch of ilae.org returned HTTP 403 Forbidden; content was retrieved via the r.jina.ai proxy. The official page did not state exact congress dates, only that a call for abstracts is expected in autumn 2026 and special interest session proposals in winter 2026. Prior edition (Lisbon 2025) dates are drawn from aggregator consensus (ILAE affiliate and partner listings), not a directly fetched ILAE page, so treat them as approximate.",https://www.ilae.org/congresses/37th-international-epilepsy-congress
isad-conference-next,"International Society for Affective Disorders 14th Conference (next edition, unannounced)",ISAD 14,International Society for Affective Disorders,https://www.isad.org.uk/,https://www.isad.org.uk/conference/isad-events.asp,psychiatry,mood-disorders; international,,,,,,,,,,"ISAD holds a biennial international conference on mood disorders. The society website still lists the 12th conference (Milan, December 2023); a 13th conference is recorded by third parties for 2025 and no 14th conference has been announced as of September 2026.",,low,Could not verify dates or location of the 13th (2025) conference from an official page. Recheck isad.org.uk and the ISAD Facebook page for a 2027 announcement.,https://www.isad.org.uk/conference/isad-events.asp; https://www.isadconference.org/; https://www.clocate.com/conference-of-the-international-society-for-affective-disorders-isad/16255/; https://www.kcl.ac.uk/events/isad-london-2025-mapping-future-affective-disorder-treatments
isbd-annual-2027,ISBD 29th Annual Conference 2027,ISBD 2027,International Society for Bipolar Disorders,https://www.isbd.org/,https://www.isbd.org/past-future-conferences/,psychiatry,mood-disorders; international,,,,Porto,Porto District,PT,,41.1579,-8.6291,"ISBD has announced that its 2027 annual conference will be held in Porto, Portugal. Dates, venue and submission deadlines have not been published.",,low,"Only the city is confirmed. Recent ISBD conferences ran in September (Chiba 2025, Vancouver 2026), so a September 2027 date is plausible but unconfirmed.",https://www.isbd.org/past-future-conferences/
isen-annual-2027,ISEN Annual Meeting and ECT Course 2027,ISEN 2027,International Society for ECT and Neurostimulation,https://www.isen-ect.org/,https://www.isen-ect.org/programs---events,psychiatry,neuromodulation; mood-disorders,,,,New York,New York,US,,40.7128,-74.006,"ISEN lists its 2027 Annual Meeting for May 2027 in New York, NY, with details to follow. Poster submission is announced to open in December 2026.",,low,The annual meeting is typically paired with a one day ECT certificate course. Contact for meeting questions is events@isen-ect.org.,https://www.isen-ect.org/programs---events; https://www.isen-ect.org/images/annual-meeting/2026/2026AnnualMeetingProspectus.pdf
nida-international-forum-2027,2027 NIDA International Forum,NIDA International Forum 2027,"National Institute on Drug Abuse, International Program",https://nida.nih.gov/international,https://nida.nih.gov/international/international-forum,psychiatry,addiction; international; global,,,,,,,,,,"The NIDA International Forum is an annual June meeting for substance use researchers, traditionally held alongside the College on Problems of Drug Dependence annual scientific meeting, with a poster session and no registration fee. The 2026 Forum was held virtually on 3 to 4 June 2026; the 2027 Forum has not been announced.",Poster abstract submission = 2027-03-22 (estimated),low,"CPDD's 89th Annual Scientific Meeting is scheduled for 26 to 30 June 2027 in Toronto; if the Forum returns to an in person format it would likely be held alongside it, but no announcement exists.",https://www.issup.net/events/calendar/2026-06/2026-nida-international-forum; https://cpdd.org/event/2026-nida-international-forum-building-international-collaborative-research-in-drug-use-and-addiction/; https://nida.nih.gov/international/international-forum
nimh-mhsr-conference-next,"NIMH Mental Health Services Research Conference (26th MHSR, next edition unannounced)",NIMH MHSR,National Institute of Mental Health,https://www.nimh.nih.gov/,https://www.nimh.nih.gov/news/events,psychiatry,health-services; community; epidemiology,,,,,,US,,,,"The NIMH Mental Health Services Research Conference (MHSR) is a periodic meeting with an associated New Investigator Workshop for early career researchers. The 26th MHSR scheduled for 28 to 31 July 2025 in Gaithersburg, Maryland was postponed, and no 2026 or 2027 date has been announced on the NIMH events page as of September 2026.",,low,The 2025 edition (26th) was postponed with no new date. The most recent completed edition was the 25th in August 2022.,https://www.nimh.nih.gov/news/events/announcements; https://www.nimh.nih.gov/news/events/services-research-index; https://content.govdelivery.com/accounts/USNIMH/bulletins/3d35949; https://www.labroots.com/virtual-event/25th-nimh-conference-mental-health-services-research-mhsr
